Target,Ligand,expddg,mean_plddt,ranking_confidence,ligand_rmsd,kabsch_rmsd,global_rmsd_ca,pocket_rmsd_ca,global_rmsd_aa,pocket_rmsd_aa
MCL1,36,-8.17902305143249,93.66350297380134,0.9598182462516883,0.8643379421162871,0.4949404716488199,0.8896142840385437,0.3650091290473938,1.4233715534210205,0.6104381084442139
MCL1,27,-6.11639066902356,93.9279695849882,0.952082665554684,0.956053918934017,0.6677914933516247,0.8752424716949463,0.3274765610694885,1.4223370552062988,0.6162947416305542
MCL1,38,-7.01900763427615,93.11240987987217,0.9621988320158198,1.1171904657748304,0.5487625105780736,0.8789469003677368,0.5064385533332825,1.362864375114441,0.7154949903488159
MCL1,52,-9.22585200324184,94.84797163187108,0.9769648060287051,1.073352576149735,1.054583238880024,0.9239584803581238,0.3993900716304779,1.460319995880127,0.6819140911102295
MCL1,39,-7.02680029426089,92.43950717879459,0.9516756264925631,0.7462963498625608,0.4378845487003691,0.8804123997688293,0.527388334274292,1.4593837261199951,0.9718010425567628
P38,p38a_2j,-10.081,92.57721431252655,0.9722818659797932,1.1359704681460705,0.3496790413729482,0.8169010877609253,2.4073660373687744,1.1956119537353516,2.557750940322876
P38,p38a_2y,-9.776,92.75098306893905,0.9745505703094848,0.9553219713792832,0.222762757112073,0.6270703673362732,2.367431163787842,1.0178202390670776,2.514561414718628
P38,p38a_2gg,-10.661,92.69911373655503,0.9669987625082842,1.0000577740810772,0.2132879173668026,0.8429286479949951,2.389820337295532,1.178443431854248,2.54852294921875
P38,p38a_2u,-12.264,92.44557474933367,0.9613150804709911,0.554918912995403,0.1353173038494639,0.6516817212104797,2.1950786113739014,1.061161756515503,2.398247241973877
P38,p38a_3fly,-11.423,92.46451669991008,0.9775637451334385,0.8404844555374,0.1883979493389875,0.5049976110458374,2.3620970249176025,0.854516327381134,2.5144941806793213
