Target,Ligand,expddg,mean_plddt,ranking_confidence,ligand_rmsd,kabsch_rmsd,global_rmsd_ca,pocket_rmsd_ca,global_rmsd_aa,pocket_rmsd_aa
P38,p38a_2g,-10.661,92.42613352960429,0.9696184519777407,0.6831399739438465,0.2663901186621317,0.6253306865692139,2.646352529525757,1.0069661140441897,2.986448049545288
P38,p38a_3flw,-10.683,92.87678425948577,0.9591826149274442,0.5740234533536066,0.115649002790978,0.7084857225418091,2.311614513397217,1.0271430015563965,2.513579607009888
P38,p38a_2e,-10.702,92.42473055143422,0.9668006502887995,0.8837713813537973,0.2522379953482879,0.599852979183197,2.3527183532714844,0.9817013740539552,2.5136523246765137
P38,p38a_2i,-10.052,92.53604760003941,0.9714780440156071,0.8677856322272217,0.4236108518762269,0.6485016345977783,2.681833982467652,0.984533965587616,2.9940335750579834
P38,p38a_2aa,-9.268,92.59440340980355,0.9694805072472393,0.7341317691668166,0.1668113146344457,0.6376785635948181,2.444805145263672,1.0110726356506348,2.5457088947296143
P38,p38a_3fmk,-11.8325,92.81772818835414,0.9721571497532844,0.7559519571374881,0.180940902851298,0.793436586856842,2.408638000488281,1.1988624334335327,2.552572250366211
P38,p38a_2q,-12.264,92.45543956105392,0.9628568270983513,0.8085827304611451,0.1734371571456309,0.9490197896957396,2.40266489982605,1.3236137628555298,2.5572657585144043
P38,p38a_2m,-10.963,92.8214432124605,0.9735004814523311,0.6722680990497766,0.1745354644335897,0.6441973447799683,2.3876423835754395,1.0816030502319336,2.510864019393921
P38,p38a_2h,-9.477,92.15032097198645,0.9655296701823439,1.0502043222630535,0.7313079389775732,0.763649582862854,2.63763689994812,1.0737379789352417,2.8907458782196045
P38,p38a_2ff,-11.443,92.53087787507442,0.9711029122767115,0.9230091145270456,0.2097372679038433,0.8196865320205688,2.506381034851074,1.130524516105652,2.603310823440552
P38,p38a_2z,-10.359,92.62610296654825,0.9734253937664656,0.9372858870163364,0.2017653337476083,0.8650075793266296,2.408878803253174,1.2855329513549805,2.538224458694458
P38,p38a_3flq,-9.93099,92.60799224149757,0.9624953900011989,0.8129826858549943,0.1227409908417335,0.7013580799102783,2.39194393157959,1.0857144594192505,2.528148651123047
P38,p38a_2x,-10.232,92.92718642563467,0.9748889193643877,0.940078005539966,0.231511416742433,0.6768262386322021,2.3612725734710693,1.023279309272766,2.5092458724975586
P38,p38a_2l,-12.264,92.47749701262563,0.9747197597133846,0.8520616802790747,0.1181382036451487,0.8301226496696472,2.397977828979492,1.2088899612426758,2.5495030879974365
P38,p38a_2r,-10.793,92.47028122816214,0.9682022568608539,0.7846724995181114,0.2363102593564184,0.8093989491462708,2.168654441833496,1.2044346332550049,2.3729207515716557
P38,p38a_3fmh,-10.8254,92.57849776482614,0.9725747409652237,0.7396278334405764,0.1865843683549167,0.7086755037307739,2.5768606662750244,1.0532574653625488,2.849364280700684
P38,p38a_2s,-11.112,92.38538168367302,0.9675938313266859,0.7631114165048253,0.2435956134448015,0.8883295655250549,2.579786539077759,1.2929856777191162,2.8609988689422607
P38,p38a_2bb,-9.064,92.58200109733033,0.9662258177021286,1.026888457915464,0.2441041904829942,0.6620195508003235,2.3511290550231934,1.0254195928573608,2.529036045074463
P38,p38a_3flz,-9.4871,92.2798858571738,0.9648091636349858,0.9270853434285332,0.4151046105315354,0.6059982776641846,2.3086838722229004,1.0121253728866575,2.473031520843506
P38,p38a_2k,-10.553,92.43449256019638,0.972256489401341,0.905550801722356,0.1955401779756165,0.8380653262138367,2.3682727813720703,1.2369859218597412,2.5245087146759038
P38,p38a_2o,-10.491,92.01354894154247,0.9595213529501752,0.6827119213108843,0.1912264731496357,0.7394073605537415,2.2802000045776367,1.064281702041626,2.4583048820495605
P38,p38a_2v,-8.973,92.1925217507828,0.977899191313039,1.0386633268292476,0.2645166372118031,0.6674626469612122,2.4367928504943848,1.0236709117889404,2.5502734184265137
P38,p38a_2c,-10.462,92.31862176729007,0.9702714567646045,1.5248909026550077,1.28768410166123,0.7629926204681396,2.6684741973876958,1.1850783824920654,2.990031242370605
P38,p38a_3fln,-10.8817,92.74872717760374,0.9748395547510592,0.8663515118010698,0.220187675344198,0.6891807913780212,2.366940498352051,1.0628538131713867,2.545442581176758
P38,p38a_2p,-11.204,92.24500609367513,0.9587875040999653,0.7659152714236733,0.2025635012251146,0.6724516153335571,2.660295963287353,1.0695443153381348,2.960692405700684
P38,p38a_2ee,-12.264,92.46697023497835,0.961749523560763,0.7968801572382145,0.1639257758054036,0.4829218685626983,2.3441317081451416,0.8674940466880798,2.4956271648406982
P38,p38a_2f,-8.484,92.45609896891288,0.9653691034623282,0.9635352274307362,0.6529002428657803,0.7612367272377014,2.626002311706543,1.1377193927764893,2.8665342330932617
P38,p38a_2t,-11.854,92.24053924083188,0.9707420514650074,1.0358617255695863,0.1628734792077039,0.8761236071586609,2.485463857650757,1.212370753288269,2.643535852432251
P38,p38a_2n,-11.854,92.55516716403463,0.9667689492133644,0.7895169801847208,0.2361171658319928,0.6193392872810364,2.3142647743225098,1.0109193325042725,2.475872278213501
PTP1B,23472,-8.64628903953511,95.47697589979298,0.9568831591326552,1.2358065594986938,0.7454093346059514,0.5302744507789612,0.2748754918575287,0.8939365148544312,0.6491998434066772
PTP1B,23482,-10.0065068747035,95.13725111451525,0.9671437584323022,0.4621497684733812,0.195603245302963,0.5485538244247437,0.2458732724189758,0.9271312355995178,0.6606061458587646
PTP1B,23469,-7.72301857947764,94.58163379665395,0.9290541220465749,1.3981480023588344,1.0527043750834657,0.5606077909469604,0.2886563241481781,0.9285641312599182,0.6832065582275391
PTP1B,23485,-11.0135614094467,94.68656751253697,0.9345148194621921,0.9493807976781488,0.7102820242489805,0.5627543926239014,0.259558767080307,1.0210069417953491,0.7307567596435547
PTP1B,23480,-8.71754822596421,94.90335047504935,0.9560255473608867,1.270173764884159,0.9826423949777636,0.5447967648506165,0.249272271990776,0.948750615119934,0.6873624324798584
PTP1B,23477,-8.85316590670652,95.09417752560041,0.9669289390272884,1.1602754323866376,0.9874133464735276,0.5749046802520752,0.271464854478836,0.9853726625442504,0.6447557806968689
PTP1B,23476,-9.4138211030936,95.14677393081344,0.9689887606817583,1.1786727974718,0.985053009842071,0.5587261915206909,0.2828155159950256,0.9459198117256165,0.6824871301651001
PTP1B,23484,-7.75184064198728,95.02661501008853,0.943998933734328,1.1058277442712303,1.0082631996446616,0.5635595321655273,0.2462052255868911,0.9725504517555236,0.768921434879303
PTP1B,23473,-8.3891313751788,95.18125348930703,0.9665079371814862,1.260799176712929,0.9963223126297588,0.5422400832176208,0.2787412405014038,0.929228663444519,0.645094096660614
PTP1B,23468,-7.75184064198728,94.75514583312184,0.9407223113878544,1.2269724126890544,0.7472051272628657,0.553916871547699,0.2898986637592315,0.918090283870697,0.6864613890647888
PTP1B,23330(2qbq),-10.1250500980544,94.8093459916404,0.9481486223957332,1.2507925165669955,0.9974710843667868,0.5281474590301514,0.2456415593624115,0.922734558582306,0.685106098651886
PTP1B,23467,-7.34237427296449,94.93587348346718,0.9678334989683561,1.1929378816602303,0.9857363825916684,0.5432127118110657,0.2594048082828522,0.9673451781272888,0.7096903920173645
PTP1B,20670(2qbs),-9.08323641464599,95.5882565638399,0.9668586203373433,1.0677717960781683,0.993305467846234,0.5454143285751343,0.2356962412595749,0.9639996886253356,0.6360535025596619
